Storages,Discharge efficiency,Charge efficiency,Maximum state of charge,Minimum state of charge,Investment cost,Maximum capacity,Storage duration,Lifetime,Discount rate,O&M
Battery,0.85,0.85,0.8,0.2,500000,12,4,25,0.04,2
